"","date","hours","weekday","attendance"
"5394",2019-08-13,"17:00-17:59","Tuesday",29
"5395",2019-08-13,"18:00-18:59","Tuesday",26
"5396",2019-08-13,"19:00-19:59","Tuesday",19
"5397",2019-08-13,"20:00-20:59","Tuesday",32
"5398",2019-08-13,"21:00-21:59","Tuesday",32
"5399",2019-08-13,"22:00-22:59","Tuesday",26
"5400",2019-08-13,"23:00-23:59","Tuesday",18
"5401",2019-08-14,"00:00-00:59","Wednesday",3
"5402",2019-08-14,"01:00-01:59","Wednesday",6
"5403",2019-08-14,"02:00-02:59","Wednesday",6
"5404",2019-08-14,"03:00-03:59","Wednesday",6
"5405",2019-08-14,"04:00-04:59","Wednesday",2
"5406",2019-08-14,"05:00-05:59","Wednesday",5
"5407",2019-08-14,"06:00-06:59","Wednesday",3
"5408",2019-08-14,"07:00-07:59","Wednesday",5
"5409",2019-08-14,"08:00-08:59","Wednesday",7
"5410",2019-08-14,"09:00-09:59","Wednesday",19
"5411",2019-08-14,"10:00-10:59","Wednesday",15
"5412",2019-08-14,"11:00-11:59","Wednesday",21
"5413",2019-08-14,"12:00-12:59","Wednesday",21
"5414",2019-08-14,"13:00-13:59","Wednesday",26
"5415",2019-08-14,"14:00-14:59","Wednesday",21
"5416",2019-08-14,"15:00-15:59","Wednesday",27
"5417",2019-08-14,"16:00-16:59","Wednesday",29
"5418",2019-08-14,"17:00-17:59","Wednesday",27
"5419",2019-08-14,"18:00-18:59","Wednesday",27
"5420",2019-08-14,"19:00-19:59","Wednesday",34
"5421",2019-08-14,"20:00-20:59","Wednesday",39
"5422",2019-08-14,"21:00-21:59","Wednesday",28
"5423",2019-08-14,"22:00-22:59","Wednesday",21
"5424",2019-08-14,"23:00-23:59","Wednesday",16
"5425",2019-08-15,"00:00-00:59","Thursday",5
"5426",2019-08-15,"01:00-01:59","Thursday",8
"5427",2019-08-15,"02:00-02:59","Thursday",8
"5428",2019-08-15,"03:00-03:59","Thursday",3
"5429",2019-08-15,"04:00-04:59","Thursday",4
"5430",2019-08-15,"05:00-05:59","Thursday",NA
"5431",2019-08-15,"06:00-06:59","Thursday",5
"5432",2019-08-15,"07:00-07:59","Thursday",11
"5433",2019-08-15,"08:00-08:59","Thursday",11
"5434",2019-08-15,"09:00-09:59","Thursday",16
"5435",2019-08-15,"10:00-10:59","Thursday",15
"5436",2019-08-15,"11:00-11:59","Thursday",18
"5437",2019-08-15,"12:00-12:59","Thursday",19
"5438",2019-08-15,"13:00-13:59","Thursday",30
"5439",2019-08-15,"14:00-14:59","Thursday",11
"5440",2019-08-15,"15:00-15:59","Thursday",21
"5441",2019-08-15,"16:00-16:59","Thursday",34
"5442",2019-08-15,"17:00-17:59","Thursday",24
"5443",2019-08-15,"18:00-18:59","Thursday",27
"5444",2019-08-15,"19:00-19:59","Thursday",36
"5445",2019-08-15,"20:00-20:59","Thursday",30
"5446",2019-08-15,"21:00-21:59","Thursday",33
"5447",2019-08-15,"22:00-22:59","Thursday",20
"5448",2019-08-15,"23:00-23:59","Thursday",13
"5449",2019-08-16,"00:00-00:59","Friday",11
"5450",2019-08-16,"01:00-01:59","Friday",6
"5451",2019-08-16,"02:00-02:59","Friday",6
"5452",2019-08-16,"03:00-03:59","Friday",2
"5453",2019-08-16,"04:00-04:59","Friday",3
"5454",2019-08-16,"05:00-05:59","Friday",5
"5455",2019-08-16,"06:00-06:59","Friday",NA
"5456",2019-08-16,"07:00-07:59","Friday",5
"5457",2019-08-16,"08:00-08:59","Friday",7
"5458",2019-08-16,"09:00-09:59","Friday",21
"5459",2019-08-16,"10:00-10:59","Friday",15
"5460",2019-08-16,"11:00-11:59","Friday",25
"5461",2019-08-16,"12:00-12:59","Friday",30
"5462",2019-08-16,"13:00-13:59","Friday",19
"5463",2019-08-16,"14:00-14:59","Friday",29
"5464",2019-08-16,"15:00-15:59","Friday",23
"5465",2019-08-16,"16:00-16:59","Friday",35
"5466",2019-08-16,"17:00-17:59","Friday",23
"5467",2019-08-16,"18:00-18:59","Friday",22
"5468",2019-08-16,"19:00-19:59","Friday",29
"5469",2019-08-16,"20:00-20:59","Friday",25
"5470",2019-08-16,"21:00-21:59","Friday",29
"5471",2019-08-16,"22:00-22:59","Friday",27
"5472",2019-08-16,"23:00-23:59","Friday",13
"5473",2019-08-17,"00:00-00:59","Saturday",14
"5474",2019-08-17,"01:00-01:59","Saturday",9
"5475",2019-08-17,"02:00-02:59","Saturday",9
"5476",2019-08-17,"03:00-03:59","Saturday",4
"5477",2019-08-17,"04:00-04:59","Saturday",NA
"5478",2019-08-17,"05:00-05:59","Saturday",4
"5479",2019-08-17,"06:00-06:59","Saturday",5
"5480",2019-08-17,"07:00-07:59","Saturday",7
"5481",2019-08-17,"08:00-08:59","Saturday",8
"5482",2019-08-17,"09:00-09:59","Saturday",8
"5483",2019-08-17,"10:00-10:59","Saturday",10
"5484",2019-08-17,"11:00-11:59","Saturday",23
"5485",2019-08-17,"12:00-12:59","Saturday",21
"5486",2019-08-17,"13:00-13:59","Saturday",23
"5487",2019-08-17,"14:00-14:59","Saturday",22
"5488",2019-08-17,"15:00-15:59","Saturday",19
"5489",2019-08-17,"16:00-16:59","Saturday",27
"5490",2019-08-17,"17:00-17:59","Saturday",29
"5491",2019-08-17,"18:00-18:59","Saturday",29
"5492",2019-08-17,"19:00-19:59","Saturday",32
"5493",2019-08-17,"20:00-20:59","Saturday",46
"5494",2019-08-17,"21:00-21:59","Saturday",30
"5495",2019-08-17,"22:00-22:59","Saturday",22
"5496",2019-08-17,"23:00-23:59","Saturday",18
"5497",2019-08-18,"00:00-00:59","Sunday",21
"5498",2019-08-18,"01:00-01:59","Sunday",13
"5499",2019-08-18,"02:00-02:59","Sunday",8
"5500",2019-08-18,"03:00-03:59","Sunday",7
"5501",2019-08-18,"04:00-04:59","Sunday",2
"5502",2019-08-18,"05:00-05:59","Sunday",5
"5503",2019-08-18,"06:00-06:59","Sunday",2
"5504",2019-08-18,"07:00-07:59","Sunday",NA
"5505",2019-08-18,"08:00-08:59","Sunday",16
"5506",2019-08-18,"09:00-09:59","Sunday",23
"5507",2019-08-18,"10:00-10:59","Sunday",42
"5508",2019-08-18,"11:00-11:59","Sunday",42
"5509",2019-08-18,"12:00-12:59","Sunday",43
"5510",2019-08-18,"13:00-13:59","Sunday",37
"5511",2019-08-18,"14:00-14:59","Sunday",42
"5512",2019-08-18,"15:00-15:59","Sunday",48
"5513",2019-08-18,"16:00-16:59","Sunday",34
"5514",2019-08-18,"17:00-17:59","Sunday",47
"5515",2019-08-18,"18:00-18:59","Sunday",47
"5516",2019-08-18,"19:00-19:59","Sunday",52
"5517",2019-08-18,"20:00-20:59","Sunday",31
"5518",2019-08-18,"21:00-21:59","Sunday",38
"5519",2019-08-18,"22:00-22:59","Sunday",26
"5520",2019-08-18,"23:00-23:59","Sunday",12
"5521",2019-08-19,"00:00-00:59","Monday",9
"5522",2019-08-19,"01:00-01:59","Monday",4
"5523",2019-08-19,"02:00-02:59","Monday",4
"5524",2019-08-19,"03:00-03:59","Monday",4
"5525",2019-08-19,"04:00-04:59","Monday",NA
"5526",2019-08-19,"05:00-05:59","Monday",5
"5527",2019-08-19,"06:00-06:59","Monday",5
"5528",2019-08-19,"07:00-07:59","Monday",10
"5529",2019-08-19,"08:00-08:59","Monday",5
"5530",2019-08-19,"09:00-09:59","Monday",15
"5531",2019-08-19,"10:00-10:59","Monday",16
"5532",2019-08-19,"11:00-11:59","Monday",33
"5533",2019-08-19,"12:00-12:59","Monday",27
"5534",2019-08-19,"13:00-13:59","Monday",28
"5535",2019-08-19,"14:00-14:59","Monday",17
"5536",2019-08-19,"15:00-15:59","Monday",31
"5537",2019-08-19,"16:00-16:59","Monday",17
"5538",2019-08-19,"17:00-17:59","Monday",31
"5539",2019-08-19,"18:00-18:59","Monday",28
"5540",2019-08-19,"19:00-19:59","Monday",45
"5541",2019-08-19,"20:00-20:59","Monday",31
"5542",2019-08-19,"21:00-21:59","Monday",13
"5543",2019-08-19,"22:00-22:59","Monday",17
"5544",2019-08-19,"23:00-23:59","Monday",11
"5545",2019-08-20,"00:00-00:59","Tuesday",12
"5546",2019-08-20,"01:00-01:59","Tuesday",4
"5547",2019-08-20,"02:00-02:59","Tuesday",4
"5548",2019-08-20,"03:00-03:59","Tuesday",NA
"5549",2019-08-20,"04:00-04:59","Tuesday",NA
"5550",2019-08-20,"05:00-05:59","Tuesday",NA
"5551",2019-08-20,"06:00-06:59","Tuesday",6
"5552",2019-08-20,"07:00-07:59","Tuesday",9
"5553",2019-08-20,"08:00-08:59","Tuesday",15
"5554",2019-08-20,"09:00-09:59","Tuesday",18
"5555",2019-08-20,"10:00-10:59","Tuesday",14
"5556",2019-08-20,"11:00-11:59","Tuesday",21
"5557",2019-08-20,"12:00-12:59","Tuesday",16
"5558",2019-08-20,"13:00-13:59","Tuesday",16
"5559",2019-08-20,"14:00-14:59","Tuesday",18
"5560",2019-08-20,"15:00-15:59","Tuesday",26
"5561",2019-08-20,"16:00-16:59","Tuesday",25
"5562",2019-08-20,"17:00-17:59","Tuesday",28
"5563",2019-08-20,"18:00-18:59","Tuesday",28
"5564",2019-08-20,"19:00-19:59","Tuesday",35
"5565",2019-08-20,"20:00-20:59","Tuesday",35
"5566",2019-08-20,"21:00-21:59","Tuesday",21
"5567",2019-08-20,"22:00-22:59","Tuesday",13
"5568",2019-08-20,"23:00-23:59","Tuesday",9
"5569",2019-08-21,"00:00-00:59","Wednesday",11
"5570",2019-08-21,"01:00-01:59","Wednesday",8
"5571",2019-08-21,"02:00-02:59","Wednesday",8
"5572",2019-08-21,"03:00-03:59","Wednesday",4
"5573",2019-08-21,"04:00-04:59","Wednesday",4
"5574",2019-08-21,"05:00-05:59","Wednesday",3
"5575",2019-08-21,"06:00-06:59","Wednesday",3
"5576",2019-08-21,"07:00-07:59","Wednesday",11
"5577",2019-08-21,"08:00-08:59","Wednesday",17
"5578",2019-08-21,"09:00-09:59","Wednesday",22
"5579",2019-08-21,"10:00-10:59","Wednesday",15
"5580",2019-08-21,"11:00-11:59","Wednesday",24
"5581",2019-08-21,"12:00-12:59","Wednesday",25
"5582",2019-08-21,"13:00-13:59","Wednesday",14
"5583",2019-08-21,"14:00-14:59","Wednesday",23
"5584",2019-08-21,"15:00-15:59","Wednesday",23
"5585",2019-08-21,"16:00-16:59","Wednesday",28
"5586",2019-08-21,"17:00-17:59","Wednesday",35
"5587",2019-08-21,"18:00-18:59","Wednesday",15
"5588",2019-08-21,"19:00-19:59","Wednesday",34
"5589",2019-08-21,"20:00-20:59","Wednesday",26
"5590",2019-08-21,"21:00-21:59","Wednesday",28
"5591",2019-08-21,"22:00-22:59","Wednesday",22
"5592",2019-08-21,"23:00-23:59","Wednesday",9
"5593",2019-08-22,"00:00-00:59","Thursday",10
"5594",2019-08-22,"01:00-01:59","Thursday",5
"5595",2019-08-22,"02:00-02:59","Thursday",6
"5596",2019-08-22,"03:00-03:59","Thursday",2
"5597",2019-08-22,"04:00-04:59","Thursday",4
"5598",2019-08-22,"05:00-05:59","Thursday",NA
"5599",2019-08-22,"06:00-06:59","Thursday",4
"5600",2019-08-22,"07:00-07:59","Thursday",6
"5601",2019-08-22,"08:00-08:59","Thursday",8
"5602",2019-08-22,"09:00-09:59","Thursday",15
"5603",2019-08-22,"10:00-10:59","Thursday",24
"5604",2019-08-22,"11:00-11:59","Thursday",22
"5605",2019-08-22,"12:00-12:59","Thursday",21
"5606",2019-08-22,"13:00-13:59","Thursday",22
"5607",2019-08-22,"14:00-14:59","Thursday",30
"5608",2019-08-22,"15:00-15:59","Thursday",20
"5609",2019-08-22,"16:00-16:59","Thursday",22
"5610",2019-08-22,"17:00-17:59","Thursday",34
"5611",2019-08-22,"18:00-18:59","Thursday",22
"5612",2019-08-22,"19:00-19:59","Thursday",28
"5613",2019-08-22,"20:00-20:59","Thursday",27
"5614",2019-08-22,"21:00-21:59","Thursday",22
"5615",2019-08-22,"22:00-22:59","Thursday",31
"5616",2019-08-22,"23:00-23:59","Thursday",14
"5617",2019-08-23,"00:00-00:59","Friday",8
"5618",2019-08-23,"01:00-01:59","Friday",12
"5619",2019-08-23,"02:00-02:59","Friday",5
"5620",2019-08-23,"03:00-03:59","Friday",5
"5621",2019-08-23,"04:00-04:59","Friday",2
"5622",2019-08-23,"05:00-05:59","Friday",2
"5623",2019-08-23,"06:00-06:59","Friday",NA
"5624",2019-08-23,"07:00-07:59","Friday",4
"5625",2019-08-23,"08:00-08:59","Friday",11
"5626",2019-08-23,"09:00-09:59","Friday",18
"5627",2019-08-23,"10:00-10:59","Friday",27
"5628",2019-08-23,"11:00-11:59","Friday",18
"5629",2019-08-23,"12:00-12:59","Friday",27
"5630",2019-08-23,"13:00-13:59","Friday",13
"5631",2019-08-23,"14:00-14:59","Friday",24
"5632",2019-08-23,"15:00-15:59","Friday",24
"5633",2019-08-23,"16:00-16:59","Friday",26
"5634",2019-08-23,"17:00-17:59","Friday",20
"5635",2019-08-23,"18:00-18:59","Friday",27
"5636",2019-08-23,"19:00-19:59","Friday",15
"5637",2019-08-23,"20:00-20:59","Friday",30
"5638",2019-08-23,"21:00-21:59","Friday",30
"5639",2019-08-23,"22:00-22:59","Friday",20
"5640",2019-08-23,"23:00-23:59","Friday",13
"5641",2019-08-24,"00:00-00:59","Saturday",11
"5642",2019-08-24,"01:00-01:59","Saturday",9
"5643",2019-08-24,"02:00-02:59","Saturday",8
"5644",2019-08-24,"03:00-03:59","Saturday",4
"5645",2019-08-24,"04:00-04:59","Saturday",6
"5646",2019-08-24,"05:00-05:59","Saturday",4
"5647",2019-08-24,"06:00-06:59","Saturday",1
"5648",2019-08-24,"07:00-07:59","Saturday",7
"5649",2019-08-24,"08:00-08:59","Saturday",6
"5650",2019-08-24,"09:00-09:59","Saturday",13
"5651",2019-08-24,"10:00-10:59","Saturday",19
"5652",2019-08-24,"11:00-11:59","Saturday",13
"5653",2019-08-24,"12:00-12:59","Saturday",17
"5654",2019-08-24,"13:00-13:59","Saturday",18
"5655",2019-08-24,"14:00-14:59","Saturday",10
"5656",2019-08-24,"15:00-15:59","Saturday",25
"5657",2019-08-24,"16:00-16:59","Saturday",17
"5658",2019-08-24,"17:00-17:59","Saturday",30
"5659",2019-08-24,"18:00-18:59","Saturday",47
"5660",2019-08-24,"19:00-19:59","Saturday",37
"5661",2019-08-24,"20:00-20:59","Saturday",38
"5662",2019-08-24,"21:00-21:59","Saturday",31
"5663",2019-08-24,"22:00-22:59","Saturday",32
"5664",2019-08-24,"23:00-23:59","Saturday",20
"5665",2019-08-25,"00:00-00:59","Sunday",16
"5666",2019-08-25,"01:00-01:59","Sunday",12
"5667",2019-08-25,"02:00-02:59","Sunday",10
"5668",2019-08-25,"03:00-03:59","Sunday",7
"5669",2019-08-25,"04:00-04:59","Sunday",5
"5670",2019-08-25,"05:00-05:59","Sunday",NA
"5671",2019-08-25,"06:00-06:59","Sunday",2
"5672",2019-08-25,"07:00-07:59","Sunday",8
"5673",2019-08-25,"08:00-08:59","Sunday",10
"5674",2019-08-25,"09:00-09:59","Sunday",24
"5675",2019-08-25,"10:00-10:59","Sunday",32
"5676",2019-08-25,"11:00-11:59","Sunday",61
"5677",2019-08-25,"12:00-12:59","Sunday",45
"5678",2019-08-25,"13:00-13:59","Sunday",39
"5679",2019-08-25,"14:00-14:59","Sunday",48
"5680",2019-08-25,"15:00-15:59","Sunday",43
"5681",2019-08-25,"16:00-16:59","Sunday",44
"5682",2019-08-25,"17:00-17:59","Sunday",61
"5683",2019-08-25,"18:00-18:59","Sunday",52
"5684",2019-08-25,"19:00-19:59","Sunday",44
"5685",2019-08-25,"20:00-20:59","Sunday",32
"5686",2019-08-25,"21:00-21:59","Sunday",28
"5687",2019-08-25,"22:00-22:59","Sunday",29
"5688",2019-08-25,"23:00-23:59","Sunday",9
"5689",2019-08-26,"00:00-00:59","Monday",7
"5690",2019-08-26,"01:00-01:59","Monday",11
"5691",2019-08-26,"02:00-02:59","Monday",NA
"5692",2019-08-26,"03:00-03:59","Monday",7
"5693",2019-08-26,"04:00-04:59","Monday",NA
"5694",2019-08-26,"05:00-05:59","Monday",4
"5695",2019-08-26,"06:00-06:59","Monday",4
"5696",2019-08-26,"07:00-07:59","Monday",9
"5697",2019-08-26,"08:00-08:59","Monday",14
"5698",2019-08-26,"09:00-09:59","Monday",23
"5699",2019-08-26,"10:00-10:59","Monday",16
"5700",2019-08-26,"11:00-11:59","Monday",27
"5701",2019-08-26,"12:00-12:59","Monday",18
"5702",2019-08-26,"13:00-13:59","Monday",20
"5703",2019-08-26,"14:00-14:59","Monday",22
"5704",2019-08-26,"15:00-15:59","Monday",24
"5705",2019-08-26,"16:00-16:59","Monday",30
"5706",2019-08-26,"17:00-17:59","Monday",24
"5707",2019-08-26,"18:00-18:59","Monday",22
"5708",2019-08-26,"19:00-19:59","Monday",43
"5709",2019-08-26,"20:00-20:59","Monday",50
"5710",2019-08-26,"21:00-21:59","Monday",36
"5711",2019-08-26,"22:00-22:59","Monday",26
"5712",2019-08-26,"23:00-23:59","Monday",19
"5713",2019-08-27,"00:00-00:59","Tuesday",10
"5714",2019-08-27,"01:00-01:59","Tuesday",11
"5715",2019-08-27,"02:00-02:59","Tuesday",5
"5716",2019-08-27,"03:00-03:59","Tuesday",4
"5717",2019-08-27,"04:00-04:59","Tuesday",4
"5718",2019-08-27,"05:00-05:59","Tuesday",NA
"5719",2019-08-27,"06:00-06:59","Tuesday",5
"5720",2019-08-27,"07:00-07:59","Tuesday",13
"5721",2019-08-27,"08:00-08:59","Tuesday",13
"5722",2019-08-27,"09:00-09:59","Tuesday",11
"5723",2019-08-27,"10:00-10:59","Tuesday",31
"5724",2019-08-27,"11:00-11:59","Tuesday",15
"5725",2019-08-27,"12:00-12:59","Tuesday",20
"5726",2019-08-27,"13:00-13:59","Tuesday",30
"5727",2019-08-27,"14:00-14:59","Tuesday",20
"5728",2019-08-27,"15:00-15:59","Tuesday",20
"5729",2019-08-27,"16:00-16:59","Tuesday",29
"5730",2019-08-27,"17:00-17:59","Tuesday",36
"5731",2019-08-27,"18:00-18:59","Tuesday",22
"5732",2019-08-27,"19:00-19:59","Tuesday",40
"5733",2019-08-27,"20:00-20:59","Tuesday",34
"5734",2019-08-27,"21:00-21:59","Tuesday",23
"5735",2019-08-27,"22:00-22:59","Tuesday",19
"5736",2019-08-27,"23:00-23:59","Tuesday",12
"5737",2019-08-28,"00:00-00:59","Wednesday",10
"5738",2019-08-28,"01:00-01:59","Wednesday",6
"5739",2019-08-28,"02:00-02:59","Wednesday",4
"5740",2019-08-28,"03:00-03:59","Wednesday",3
"5741",2019-08-28,"04:00-04:59","Wednesday",NA
"5742",2019-08-28,"05:00-05:59","Wednesday",NA
"5743",2019-08-28,"06:00-06:59","Wednesday",4
"5744",2019-08-28,"07:00-07:59","Wednesday",4
"5745",2019-08-28,"08:00-08:59","Wednesday",9
"5746",2019-08-28,"09:00-09:59","Wednesday",9
"5747",2019-08-28,"10:00-10:59","Wednesday",14
"5748",2019-08-28,"11:00-11:59","Wednesday",23
"5749",2019-08-28,"12:00-12:59","Wednesday",26
"5750",2019-08-28,"13:00-13:59","Wednesday",11
"5751",2019-08-28,"14:00-14:59","Wednesday",21
"5752",2019-08-28,"15:00-15:59","Wednesday",30
"5753",2019-08-28,"16:00-16:59","Wednesday",33
"5754",2019-08-28,"17:00-17:59","Wednesday",21
"5755",2019-08-28,"18:00-18:59","Wednesday",26
"5756",2019-08-28,"19:00-19:59","Wednesday",32
"5757",2019-08-28,"20:00-20:59","Wednesday",35
"5758",2019-08-28,"21:00-21:59","Wednesday",28
"5759",2019-08-28,"22:00-22:59","Wednesday",16
"5760",2019-08-28,"23:00-23:59","Wednesday",12
"5761",2019-08-29,"00:00-00:59","Thursday",13
"5762",2019-08-29,"01:00-01:59","Thursday",6
"5763",2019-08-29,"02:00-02:59","Thursday",5
"5764",2019-08-29,"03:00-03:59","Thursday",7
"5765",2019-08-29,"04:00-04:59","Thursday",NA
"5766",2019-08-29,"05:00-05:59","Thursday",7
"5767",2019-08-29,"06:00-06:59","Thursday",4
"5768",2019-08-29,"07:00-07:59","Thursday",5
"5769",2019-08-29,"08:00-08:59","Thursday",7
"5770",2019-08-29,"09:00-09:59","Thursday",21
"5771",2019-08-29,"10:00-10:59","Thursday",12
"5772",2019-08-29,"11:00-11:59","Thursday",19
"5773",2019-08-29,"12:00-12:59","Thursday",20
"5774",2019-08-29,"13:00-13:59","Thursday",19
"5775",2019-08-29,"14:00-14:59","Thursday",17
"5776",2019-08-29,"15:00-15:59","Thursday",27
"5777",2019-08-29,"16:00-16:59","Thursday",34
"5778",2019-08-29,"17:00-17:59","Thursday",32
"5779",2019-08-29,"18:00-18:59","Thursday",22
"5780",2019-08-29,"19:00-19:59","Thursday",27
"5781",2019-08-29,"20:00-20:59","Thursday",28
"5782",2019-08-29,"21:00-21:59","Thursday",27
"5783",2019-08-29,"22:00-22:59","Thursday",35
"5784",2019-08-29,"23:00-23:59","Thursday",17
"5785",2019-08-30,"00:00-00:59","Friday",9
"5786",2019-08-30,"01:00-01:59","Friday",6
"5787",2019-08-30,"02:00-02:59","Friday",5
"5788",2019-08-30,"03:00-03:59","Friday",3
"5789",2019-08-30,"04:00-04:59","Friday",5
"5790",2019-08-30,"05:00-05:59","Friday",NA
"5791",2019-08-30,"06:00-06:59","Friday",7
"5792",2019-08-30,"07:00-07:59","Friday",8
"5793",2019-08-30,"08:00-08:59","Friday",19
"5794",2019-08-30,"09:00-09:59","Friday",10
"5795",2019-08-30,"10:00-10:59","Friday",16
"5796",2019-08-30,"11:00-11:59","Friday",25
"5797",2019-08-30,"12:00-12:59","Friday",29
"5798",2019-08-30,"13:00-13:59","Friday",16
"5799",2019-08-30,"14:00-14:59","Friday",25
"5800",2019-08-30,"15:00-15:59","Friday",28
"5801",2019-08-30,"16:00-16:59","Friday",30
"5802",2019-08-30,"17:00-17:59","Friday",23
"5803",2019-08-30,"18:00-18:59","Friday",16
"5804",2019-08-30,"19:00-19:59","Friday",26
"5805",2019-08-30,"20:00-20:59","Friday",25
"5806",2019-08-30,"21:00-21:59","Friday",27
"5807",2019-08-30,"22:00-22:59","Friday",34
"5808",2019-08-30,"23:00-23:59","Friday",13
"5809",2019-08-31,"00:00-00:59","Saturday",15
"5810",2019-08-31,"01:00-01:59","Saturday",14
"5811",2019-08-31,"02:00-02:59","Saturday",7
"5812",2019-08-31,"03:00-03:59","Saturday",3
"5813",2019-08-31,"04:00-04:59","Saturday",5
"5814",2019-08-31,"05:00-05:59","Saturday",6
"5815",2019-08-31,"06:00-06:59","Saturday",5
"5816",2019-08-31,"07:00-07:59","Saturday",5
"5817",2019-08-31,"08:00-08:59","Saturday",7
"5818",2019-08-31,"09:00-09:59","Saturday",7
"5819",2019-08-31,"10:00-10:59","Saturday",17
"5820",2019-08-31,"11:00-11:59","Saturday",14
"5821",2019-08-31,"12:00-12:59","Saturday",19
"5822",2019-08-31,"13:00-13:59","Saturday",17
"5823",2019-08-31,"14:00-14:59","Saturday",29
"5824",2019-08-31,"15:00-15:59","Saturday",30
"5825",2019-08-31,"16:00-16:59","Saturday",22
"5826",2019-08-31,"17:00-17:59","Saturday",32
"5827",2019-08-31,"18:00-18:59","Saturday",49
"5828",2019-08-31,"19:00-19:59","Saturday",41
"5829",2019-08-31,"20:00-20:59","Saturday",34
"5830",2019-08-31,"21:00-21:59","Saturday",30
"5831",2019-08-31,"22:00-22:59","Saturday",28
"5832",2019-08-31,"23:00-23:59","Saturday",17
"5833",2019-09-01,"00:00-00:59","Sunday",11
"5834",2019-09-01,"01:00-01:59","Sunday",4
"5835",2019-09-01,"02:00-02:59","Sunday",6
"5836",2019-09-01,"03:00-03:59","Sunday",7
"5837",2019-09-01,"04:00-04:59","Sunday",NA
"5838",2019-09-01,"05:00-05:59","Sunday",6
"5839",2019-09-01,"06:00-06:59","Sunday",6
"5840",2019-09-01,"07:00-07:59","Sunday",9
"5841",2019-09-01,"08:00-08:59","Sunday",18
"5842",2019-09-01,"09:00-09:59","Sunday",26
"5843",2019-09-01,"10:00-10:59","Sunday",38
"5844",2019-09-01,"11:00-11:59","Sunday",54
"5845",2019-09-01,"12:00-12:59","Sunday",48
"5846",2019-09-01,"13:00-13:59","Sunday",51
"5847",2019-09-01,"14:00-14:59","Sunday",57
"5848",2019-09-01,"15:00-15:59","Sunday",60
"5849",2019-09-01,"16:00-16:59","Sunday",59
"5850",2019-09-01,"17:00-17:59","Sunday",48
"5851",2019-09-01,"18:00-18:59","Sunday",49
"5852",2019-09-01,"19:00-19:59","Sunday",46
"5853",2019-09-01,"20:00-20:59","Sunday",33
"5854",2019-09-01,"21:00-21:59","Sunday",36
"5855",2019-09-01,"22:00-22:59","Sunday",19
"5856",2019-09-01,"23:00-23:59","Sunday",14
"5857",2019-09-02,"00:00-00:59","Monday",11
"5858",2019-09-02,"01:00-01:59","Monday",5
"5859",2019-09-02,"02:00-02:59","Monday",5
"5860",2019-09-02,"03:00-03:59","Monday",7
"5861",2019-09-02,"04:00-04:59","Monday",4
"5862",2019-09-02,"05:00-05:59","Monday",3
"5863",2019-09-02,"06:00-06:59","Monday",2
"5864",2019-09-02,"07:00-07:59","Monday",6
"5865",2019-09-02,"08:00-08:59","Monday",14
"5866",2019-09-02,"09:00-09:59","Monday",20
"5867",2019-09-02,"10:00-10:59","Monday",20
"5868",2019-09-02,"11:00-11:59","Monday",27
"5869",2019-09-02,"12:00-12:59","Monday",24
"5870",2019-09-02,"13:00-13:59","Monday",32
"5871",2019-09-02,"14:00-14:59","Monday",13
"5872",2019-09-02,"15:00-15:59","Monday",29
"5873",2019-09-02,"16:00-16:59","Monday",23
"5874",2019-09-02,"17:00-17:59","Monday",32
"5875",2019-09-02,"18:00-18:59","Monday",27
"5876",2019-09-02,"19:00-19:59","Monday",32
"5877",2019-09-02,"20:00-20:59","Monday",38
"5878",2019-09-02,"21:00-21:59","Monday",33
"5879",2019-09-02,"22:00-22:59","Monday",26
"5880",2019-09-02,"23:00-23:59","Monday",14
"5881",2019-09-03,"00:00-00:59","Tuesday",15
"5882",2019-09-03,"01:00-01:59","Tuesday",11
"5883",2019-09-03,"02:00-02:59","Tuesday",4
"5884",2019-09-03,"03:00-03:59","Tuesday",3
"5885",2019-09-03,"04:00-04:59","Tuesday",5
"5886",2019-09-03,"05:00-05:59","Tuesday",NA
"5887",2019-09-03,"06:00-06:59","Tuesday",6
"5888",2019-09-03,"07:00-07:59","Tuesday",5
"5889",2019-09-03,"08:00-08:59","Tuesday",9
"5890",2019-09-03,"09:00-09:59","Tuesday",19
"5891",2019-09-03,"10:00-10:59","Tuesday",22
"5892",2019-09-03,"11:00-11:59","Tuesday",36
"5893",2019-09-03,"12:00-12:59","Tuesday",26
"5894",2019-09-03,"13:00-13:59","Tuesday",20
"5895",2019-09-03,"14:00-14:59","Tuesday",31
"5896",2019-09-03,"15:00-15:59","Tuesday",27
"5897",2019-09-03,"16:00-16:59","Tuesday",42
"5898",2019-09-03,"17:00-17:59","Tuesday",26
"5899",2019-09-03,"18:00-18:59","Tuesday",29
"5900",2019-09-03,"19:00-19:59","Tuesday",30
"5901",2019-09-03,"20:00-20:59","Tuesday",33
"5902",2019-09-03,"21:00-21:59","Tuesday",32
"5903",2019-09-03,"22:00-22:59","Tuesday",27
"5904",2019-09-03,"23:00-23:59","Tuesday",17
"5905",2019-09-04,"00:00-00:59","Wednesday",4
"5906",2019-09-04,"01:00-01:59","Wednesday",6
"5907",2019-09-04,"02:00-02:59","Wednesday",7
"5908",2019-09-04,"03:00-03:59","Wednesday",4
"5909",2019-09-04,"04:00-04:59","Wednesday",2
